ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
Crane,AssemblyLine,,5,50,,30,1,Mechanics,,"Gearbox,4;IronPlate,20;CottonFabric,20","PortableSteamEngine,1;IronWheel,4;HeatSink,2;IronAxle,2",25000,,,,Heat,0.2,Allows the placement and transport of materials in an area.,14,,,,10,1,,3000,24,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
Excavator,RoboticAssemblyLine,7,2,70,2,14,,Industry,,"Gearbox,4;SteelPlate,20;NylonFabric,20","AdvancedCombustionEngine,1;RubberWheel,4;Radiator,2;SteelAxle,2;LightBulb,4",30000,3500000,,,Combustion,0.7,Like a Skid Steer but more versatile. Great for high slope excavation.,12,,,,20,1,,3000,24,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
HandPlow,WainwrightTable,,2,,1,10,1,BasicEngineering,"HewnLog,10;WoodBoard,50","IronBar,10","WoodenWheel,1",15000,,,,,,A tool that tills the field for farming.,,,,,2,1,,100,10,Wood,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
IndustrialElevator,RoboticAssemblyLine,,2,,,,,Industry,,"FlatSteel,30;SteelGearbox,4;CopperWiring,20","ElectricMotor,2",25000,,,,,,An industrial elevator for transporting extra large loads vertically. It requires a 6x10 vertical shaft to function.,,,,,10,2,,2500,20,Metal,Crafted Objects,Specialty,,,,,,,,,,,,,,,
PoweredCart,WainwrightTable,18,5,35,,12,1.5,BasicEngineering,"WoodBoard,30;Fabric,20",,"CastIronStove,1;IronWheel,3",15000,3500000,,,Heat,0.1,Large cart for hauling sizable loads.,,,,,10,1,,200,20,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
SkidSteer,RoboticAssemblyLine,5,2,45,2,16,,Industry,,"Gearbox,4;SteelPlate,16;NylonFabric,20","AdvancedCombustionEngine,1;RubberWheel,4;Radiator,2;SteelAxle,2;LightBulb,4",25000,2800000,,,Combustion,0.5,Small scale bucket loader. Great for flat to low slope excavation.,,,,,10,1,,2500,24,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
SmallWoodCart,Workbench,8,1,,0.5,10,1,Logging,"HewnLog,10;WoodBoard,15",,,5000,1400000,,,,,Small wood cart for hauling minimal loads.,,X,,,2,1,,50,3,Wood,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
SteamTractor,AssemblyLine,12,2,25,2,9,,Mechanics,"Lumber,30","IronPlate,12;IronPipe,8;Screws,24;LeatherHide,20","PortableSteamEngine,1;IronWheel,4;IronAxle,2;LightBulb,2",25000,2500000,,,Heat,0.05,A tractor powered through steam.,,,,SteamTractorPlow;SteamTractorHarvester;SteamTractorSower,10,1,,1000,25,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
SteamTruck,AssemblyLine,24,2,25,,18,2,Mechanics,"Lumber,30","IronPlate,12;IronPipe,8;Screws,24;LeatherHide,20","PortableSteamEngine,1;IronWheel,4;IronAxle,2;LightBulb,4",25000,5000000,,,Heat,0.2,A truck that runs on steam.,,,,,10,2,"2,2,3",1000,25,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
TrailerTruck,,36,6,25,,20,2,,,"Gearbox,4;SteelPlate,20;NylonFabric,20","CombustionEngine,1;RubberWheel,6;Radiator,1;SteelAxle,1;LightBulb,6",25000,8000000,,,Combustion,0.5,Modern truck for hauling sizable loads.,,,,,10,2,"2,2,3",2000,18,Metal,,,,,,,,,,,,,,,,,
Truck,RoboticAssemblyLine,36,2,25,,20,2,Industry,,"Gearbox,4;SteelPlate,20;NylonFabric,20","CombustionEngine,1;RubberWheel,6;Radiator,1;SteelAxle,2;LightBulb,4",25000,8000000,,,Combustion,0.5,Modern truck for hauling sizable loads.,,,,,10,2,"2,2,3",2000,18,Metal,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
Wheelbarrow,Workbench,8,1,,0.5,10,1,Carpentry,"HewnLog,2;WoodBoard,4",,"WoodenWheel,1",5000,1400000,,,,,Small wheelbarrow for hauling minimal loads.,,,,,2,1,,75,5,Wood,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
WoodCart,WainwrightTable,12,1,,1,12,1,BasicEngineering,"HewnLog,4;WoodBoard,8",,"WoodenWheel,2",15000,2100000,,,,,Small cart for hauling small loads.,,X,,,2,1,"2,1,2",150,10,Wood,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
WoodenElevator,AssemblyLine,,1,,,,,Mechanics,"Lumber,30","Gearbox,4;CelluloseFiber,4","PortableSteamEngine,1",10000,,,,,,An elevator for transporting loads vertically.,,,,,10,2,,500,15,Wood,Crafted Objects,Specialty,,,,,,,,,,,,,,,
WoodShopCart,WainwrightTable,12,1,,2,10,1,BasicEngineering,"Lumber,8","CottonFabric,12","WoodCart,1;Store,1",15000,2100000,,,,,"A store in a wooden cart, very useful when your customers are far away.",,,,,2,1,"2,1,2",225,10,Wood,Crafted Objects,Vehicles,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VehicleLists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field,Entry,Names2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HasBucketTool,X,"Excavator,SkidSteer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HasTextField,X,"SmallWoodCart,SteamTruck,SteamTractor,Truck,WoodCart,Wheelbarrow,PoweredCart,TrailerTruck,Excavator,SkidSteer,WoodShopCart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden,X,TrailerTruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsCrane,X,Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsElevator,X,"IndustrialElevator,WoodenElevator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurfaceMounted,X,Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PluginModuleTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,FriendlyName,PluralName,Description,Category,Tags,CraftExperience,Labor,EcopediaCategory,EcopediaPage,ModifiesSkill,EfficiencyMultiplier,,,,,,,,,,,,,,,,,,,,,
AdvancedBakingUpgrade,,BakeryOven,,7,AdvancedBaking,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Advanced Baking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,AdvancedBaking,0.5,,,,,,,,,,,,,,,,,,,,,
AdvancedCookingUpgrade,,Kitchen,,7,AdvancedCooking,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Advanced Cooking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,AdvancedCooking,0.5,,,,,,,,,,,,,,,,,,,,,
AdvancedMasonryUpgrade,,AdvancedMasonryTable,,7,AdvancedMasonry,18,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Advanced Masonry recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,AdvancedMasonry,0.5,,,,,,,,,,,,,,,,,,,,,
AdvancedSmeltingUpgrade,,BlastFurnace,,7,AdvancedSmelting,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Advanced Smelting recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,AdvancedSmelting,0.5,,,,,,,,,,,,,,,,,,,,,
AdvancedUpgradeLvl1,,Kiln,,2,Pottery,3,1,,,,"Clay,12;Brick,20",,,Advanced Upgrade 1,Advanced Upgrade 1,Advanced Upgrade that increases crafting efficiency.,,"AdvancedUpgrade,1",4,90,Upgrade Modules,Advanced Upgrades,,0.9,,,,,,,,,,,,,,,,,,,,,
AdvancedUpgradeLvl2,,Glassworks,,4,Glassworking,6,1,,,,"Glass,12;Sand,10","AdvancedUpgradeLvl1,1",,Advanced Upgrade 2,Advanced Upgrade 2,Advanced Upgrade that increases crafting efficiency.,,"AdvancedUpgrade,1",4,90,Upgrade Modules,Advanced Upgrades,,0.75,,,,,,,,,,,,,,,,,,,,,
AdvancedUpgradeLvl3,,Anvil,,5,Smelting,9,1,,,,"Nail,10;IronBar,6","AdvancedUpgradeLvl2,1",,Advanced Upgrade 3,Advanced Upgrade 3,Advanced Upgrade that increases crafting efficiency.,,"AdvancedUpgrade,1",4,90,Upgrade Modules,Advanced Upgrades,,0.6,,,,,,,,,,,,,,,,,,,,,
AdvancedUpgradeLvl4,,MachinistTable,,6,Mechanics,12,1,,,"Lumber,12","IronPlate,6;Piston,8","AdvancedUpgradeLvl3,1",,Advanced Upgrade 4,Advanced Upgrade 4,Advanced Upgrade that increases crafting efficiency.,Enhancement,"AdvancedUpgrade,1",4,90,Upgrade Modules,Advanced Upgrades,,0.55,,,,,,,,,,,,,,,,,,,,,
BakingUpgrade,,BakeryOven,,7,Baking,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Baking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Baking,0.5,,,,,,,,,,,,,,,,,,,,,
BasicEngineeringUpgrade,,WainwrightTable,,7,BasicEngineering,2,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Basic Engineering recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,BasicEngineering,0.5,,,,,,,,,,,,,,,,,,,,,
BasicUpgradeLvl1,,CarpentryTable,,2,Logging,2,1,,,"HewnLog,40",,,,Basic Upgrade 1,Basic Upgrade 1,Basic Upgrade that increases crafting efficiency.,Enhancement,"BasicUpgrade,1",4,60,Upgrade Modules,Basic Upgrades,,0.9,,,,,,,,,,,,,,,,,,,,,
BasicUpgradeLvl2,,MasonryTable,,4,Masonry,4,1,,,"MortaredStone,20","Mortar,20","BasicUpgradeLvl1,1",,Basic Upgrade 2,Basic Upgrade 2,Basic Upgrade that increases crafting efficiency.,Enhancement,"BasicUpgrade,1",4,60,Upgrade Modules,Basic Upgrades,,0.75,,,,,,,,,,,,,,,,,,,,,
BasicUpgradeLvl3,,CarpentryTable,,5,Carpentry,6,1,,,"WoodBoard,20","PlantFibers,80","BasicUpgradeLvl2,1",,Basic Upgrade 3,Basic Upgrade 3,Basic Upgrade that increases crafting efficiency.,Enhancement,"BasicUpgrade,1",4,60,Upgrade Modules,Basic Upgrades,,0.6,,,,,,,,,,,,,,,,,,,,,
BasicUpgradeLvl4,,WainwrightTable,,6,BasicEngineering,8,1,,,,"WoodenWheel,20;PlantFibers,120","BasicUpgradeLvl3,1",,Basic Upgrade 4,Basic Upgrade 4,Basic Upgrade that increases crafting efficiency.,Enhancement,"BasicUpgrade,1",4,60,Upgrade Modules,Basic Upgrades,,0.55,,,,,,,,,,,,,,,,,,,,,
ButcheryUpgrade,,ButcheryTable,,7,Butchery,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Butchery recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Butchery,0.5,,,,,,,,,,,,,,,,,,,,,
CampfireCookingUpgrade,,Campfire,,7,CampfireCooking,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Campfire Cooking recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,CampfireCooking,0.5,,,,,,,,,,,,,,,,,,,,,
CarpentryAdvancedUpgrade,,Sawmill,,7,Carpentry,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Carpentry recipes.,Enhancement,,4,6000,Upgrade Modules,Specialty Upgrades,Carpentry,0.5,,,,,,,,,,,,,,,,,,,,,
CarpentryBasicUpgrade,,CarpentryTable,,7,Carpentry,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Carpentry recipes.,Enhancement,,4,3000,Upgrade Modules,Specialty Upgrades,Carpentry,0.5,,,,,,,,,,,,,,,,,,,,,
CompositesUpgrade,,AdvancedCarpentryTable,,7,Composites,18,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Composites recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,Composites,0.5,,,,,,,,,,,,,,,,,,,,,
CookingUpgrade,,CastIronStove,,7,Cooking,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Cooking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Cooking,0.5,,,,,,,,,,,,,,,,,,,,,
CuttingEdgeCookingUpgrade,,Laboratory,,7,CuttingEdgeCooking,18,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Cutting Edge Cooking recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,CuttingEdgeCooking,0.5,,,,,,,,,,,,,,,,,,,,,
ElectronicsUpgrade,,ElectronicsAssembly,,7,Electronics,18,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Electronics recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,Electronics,0.5,,,,,,,,,,,,,,,,,,,,,
FarmingUpgrade,,FarmersTable,,7,Farming,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Farming recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Farming,0.5,,,,,,,,,,,,,,,,,,,,,
FertilizersUpgrade,,FarmersTable,,7,Fertilizers,15,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Fertilizers recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Fertilizers,0.5,,,,,,,,,,,,,,,,,,,,,
GlassworkingAdvancedUpgrade,,Glassworks,,7,Glassworking,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Glassworking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Glassworking,0.5,,,,,,,,,,,,,,,,,,,,,
GlassworkingModernUpgrade,,ElectronicsAssembly,,7,Glassworking,15,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Glassworking recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Glassworking,0.5,,,,,,,,,,,,,,,,,,,,,
IndustryUpgrade,,RoboticAssemblyLine,,7,Industry,18,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Industry recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,Industry,0.5,,,,,,,,,,,,,,,,,,,,,
LoggingAdvancedUpgrade,,CarpentryTable,,7,Logging,10,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Logging recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Logging,0.5,,,,,,,,,,,,,,,,,,,,,
LoggingBasicUpgrade,,CarpentryTable,,7,Logging,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Logging recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Logging,0.5,,,,,,,,,,,,,,,,,,,,,
MasonryAdvancedUpgrade,,CementKiln,,7,Masonry,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Masonry recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Masonry,0.5,,,,,,,,,,,,,,,,,,,,,
MasonryBasicUpgrade,,MasonryTable,,7,Masonry,10,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Masonry recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Masonry,0.5,,,,,,,,,,,,,,,,,,,,,
MechanicsAdvancedUpgrade,,MachinistTable,,7,Mechanics,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Mechanics recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Mechanics,0.5,,,,,,,,,,,,,,,,,,,,,
MechanicsModernUpgrade,,ElectricMachinistTable,,7,Mechanics,15,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Mechanics recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Mechanics,0.5,,,,,,,,,,,,,,,,,,,,,
MillingUpgrade,,Mill,,7,Milling,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Milling recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Milling,0.5,,,,,,,,,,,,,,,,,,,,,
MiningAdvancedUpgrade,,ScreeningMachine,,7,Mining,15,1,,,,,"AdvancedUpgradeLvl4,1",,Mining Advanced Upgrade,,Advanced Upgrade that greatly increases efficiency when crafting Mining recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Mining,0.5,,,,,,,,,,,,,,,,,,,,,
MiningBasicUpgrade,,RockerBox,,7,Mining,10,1,,,,,"BasicUpgradeLvl4,1",,Mining Basic Upgrade,,Basic Upgrade that greatly increases efficiency when crafting Mining recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Mining,0.5,,,,,,,,,,,,,,,,,,,,,
MiningModernUpgrade,,FrothFloatationCell,,7,Mining,18,1,,,,,"ModernUpgradeLvl4,1",,Mining Modern Upgrade,,Modern Upgrade that greatly increases efficiency when crafting Mining recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,Mining,0.5,,,,,,,,,,,,,,,,,,,,,
ModernUpgradeLvl1,,BlastFurnace,,2,AdvancedSmelting,2,1,,,,"SteelBar,6;Rivet,20",,,Modern Upgrade 1,Modern Upgrade 1,Modern Upgrade with great efficiency increase.,,"ModernUpgrade,1",4,600,Upgrade Modules,Modern Upgrades,,0.9,,,,,,,,,,,,,,,,,,,,,
ModernUpgradeLvl2,,ElectricMachinistTable,,4,Industry,6,1,,,,"SteelPlate,16;SteelGear,10","ModernUpgradeLvl1,1",,Modern Upgrade 2,Modern Upgrade 2,Modern Upgrade with great efficiency increase.,,"ModernUpgrade,1",4,600,Upgrade Modules,Modern Upgrades,,0.75,,,,,,,,,,,,,,,,,,,,,
ModernUpgradeLvl3,,AdvancedCarpentryTable,,5,Composites,10,1,,,"CompositeLumber,16","Rivet,10;SteelPlate,10","ModernUpgradeLvl2,1",,Modern Upgrade 3,Modern Upgrade 3,Modern Upgrade with great efficiency increase.,,"ModernUpgrade,1",4,600,Upgrade Modules,Modern Upgrades,,0.6,,,,,,,,,,,,,,,,,,,,,
ModernUpgradeLvl4,,ElectronicsAssembly,,6,Electronics,14,1,,,,"BasicCircuit,8;Plastic,15;Epoxy,10","ModernUpgradeLvl3,1",,Modern Upgrade 4,Modern Upgrade 4,Modern Upgrade with great efficiency increase.,Enhancement,"ModernUpgrade,1",4,600,Upgrade Modules,Modern Upgrades,,0.55,,,,,,,,,,,,,,,,,,,,,
OilDrillingUpgrade,,OilRefinery,,7,OilDrilling,15,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Oil Drilling recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,OilDrilling,0.5,,,,,,,,,,,,,,,,,,,,,
PaperMillingUpgrade,,CarpentryTable,,7,PaperMilling,15,1,,,,,"BasicUpgradeLvl4,1",,,,Basic Upgrade that greatly increases efficiency when crafting Paper Milling recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,PaperMilling,0.5,,,,,,,,,,,,,,,,,,,,,
PotteryUpgrade,,Kiln,,7,Pottery,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Pottery recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Pottery,0.5,,,,,,,,,,,,,,,,,,,,,
SmeltingUpgrade,,Bloomery,,7,Smelting,15,1,,,,,"AdvancedUpgradeLvl4,1",,,,Advanced Upgrade that greatly increases efficiency when crafting Smelting recipes.,,,4,6000,Upgrade Modules,Specialty Upgrades,Smelting,0.5,,,,,,,,,,,,,,,,,,,,,
TailoringModernUpgrade,,AdvancedTailoringTable,,7,Tailoring,15,1,,,,,"ModernUpgradeLvl4,1",,,,Modern Upgrade that greatly increases efficiency when crafting Tailoring recipes.,,,4,9000,Upgrade Modules,Specialty Upgrades,Tailoring,0.5,,,,,,,,,,,,,,,,,,,,,
TailoringUpgrade,,TailoringTable,,7,Tailoring,10,1,,,,,"BasicUpgradeLvl4,1",,Tailoring Basic Upgrade,Tailoring Basic Upgrades,Basic Upgrade that greatly increases efficiency when crafting Tailoring recipes.,,,4,3000,Upgrade Modules,Specialty Upgrades,Tailoring,0.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PluginModuleLists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field,Entry,Names2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotCurrency,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkipItem,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipeTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Products,NoDefault,TagRecipe,TagStaticRecipe,ParentRecipe,Ingredients,StaticIngredients,ParentTable,Skill,ReqLevel,CraftTime,CraftExperience,Labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BakedMortar,"Mortar,1",,,,,"WoodPulp,5",,BakeryOven,Masonry,1,0.1,0.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeetSugar,"Sugar,3",,,,,"Beet,6",,Mill,Milling,1,2,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boards,"Board,1",,"HewnLog,1",,,,,Workbench,,,0.2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherBison,"RawMeat,10;LeatherHide,2;ShornWool,3",,,,,"BisonCarcass,1",,ButcheryTable,Butchery,2,2,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherHare,"RawMeat,1;FurPelt,1;ShornWool,1",,,,,"HareCarcass,1",,ButcheryTable,Butchery,1,0.5,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherMediumAnimal,"RawMeat,5;LeatherHide,1",,"MediumLeatherCarcass,1",,,,,ButcheryTable,Butchery,1,1.5,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherMediumWoolyAnimal,"RawMeat,5;LeatherHide,1;ShornWool,2",,"MediumWoolyCarcass,1",,,,,ButcheryTable,Butchery,1,1.5,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherSmallAnimal,"RawMeat,2;FurPelt,1",,"SmallCarcass,1",,,,,ButcheryTable,Butchery,1,1,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherTinyFurAnimal,"RawMeat,1;FurPelt,1",,"TinyFurCarcass,1",,,,,ButcheryTable,Butchery,1,0.5,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButcherTinyLeatherAnimal,"RawMeat,1;LeatherHide,1",,"TinyLeatherCarcass,1",,,,,ButcheryTable,Butchery,1,0.5,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireAnimalMedium,"CharredMeat,4;Tallow,1",,,"MediumCarcass,1",,,,Campfire,CampfireCooking,0,2.5,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireAnimalSmall,"CharredMeat,2",,,"SmallCarcass,1",,,,Campfire,CampfireCooking,0,2,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireAnimalTiny,"CharredMeat,1",,,"TinyCarcass,1",,,,Campfire,CampfireCooking,0,0.8,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireBison,"CharredMeat,8;Tallow,2",,,,,,"BisonCarcass,1",Campfire,CampfireCooking,0,4,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireFishLarge,"CharredFish,5",,,"LargeFish,1",,,,Campfire,CampfireCooking,0,2,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireFishMedium,"CharredFish,2",,,"MediumFish,1",,,,Campfire,CampfireCooking,0,1,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfireFishSmall,"CharredFish,1",,,"SmallFish,1",,,,Campfire,CampfireCooking,0,0.5,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampfirePacificSardine,"CharredFish,1",,,,,,"PacificSardine,3",Campfire,CampfireCooking,0,0.5,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharredMortar,"Mortar,1",,,"NaturalFiber,5",,,,Campfire,,,0.16,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanCrab,"RawFish,1",,,,,,"CrabCarcass,1",Fishery,,0,0.5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanLargeFish,"RawFish,6",,,"LargeFish,1",,,,Fishery,,0,2,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanMediumFish,"RawFish,3",,,"MediumFish,1",,,,Fishery,,0,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanMoonJellyfish,"RawFish,1",,,,,,"MoonJellyfish,1",Fishery,,0,0.5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanPacificSardine,"RawFish,1",,,,,,"PacificSardine,2",Fishery,,0,0.5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanUrchins,"RawFish,1",,,,,,"Urchin,2",Fishery,,0,0.5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConcentrateCopperLv2,"CopperConcentrate,2;WetTailings,2,-",,,,,"CrushedCopperOre,7",,FrothFloatationCell,Mining,4,0.8,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
